AAcomp_A,AAcomp_R,AAcomp_N,AAcomp_D,AAcomp_C,AAcomp_Q,AAcomp_E,AAcomp_G,AAcomp_H,AAcomp_I,AAcomp_L,AAcomp_K,AAcomp_M,AAcomp_F,AAcomp_P,AAcomp_S,AAcomp_T,AAcomp_W,AAcomp_Y,AAcomp_V,AAindex_ARGP820101_avg,AAindex_BULH740101_avg,AAindex_CHAM820102_avg,AAindex_CIDH920105_avg,AAindex_EISD840101_avg,AAindex_EISD860101_avg,AAindex_EISD860102_avg,AAindex_EISD860103_avg,AAindex_FAUJ830101_avg,AAindex_GOLD730101_avg,AAindex_GUYH850101_avg,AAindex_HOPT810101_avg,AAindex_JANJ790102_avg,AAindex_JOND750101_avg,AAindex_KYTJ820101_avg,AAindex_LAWE840101_avg,AAindex_LEVM760101_avg,AAindex_MANP780101_avg,AAindex_MIYS850101_avg,AAindex_NOZY710101_avg,AAindex_OOBM770101_avg,AAindex_OOBM770102_avg,AAindex_OOBM770103_avg,AAindex_OOBM770104_avg,AAindex_OOBM770105_avg,AAindex_OOBM850103_avg,AAindex_OOBM850104_avg,AAindex_PONP800101_avg,AAindex_PONP800102_avg,AAindex_PONP800103_avg,AAindex_PRAM900101_avg,AAindex_RADA880101_avg,AAindex_RADA880102_avg,AAindex_RADA880103_avg,AAindex_RADA880104_avg,AAindex_RADA880105_avg,AAindex_ROBB790101_avg,AAindex_ROSM880101_avg,AAindex_ROSM880102_avg,AAindex_SIMZ760101_avg,AAindex_SWER830101_avg,AAindex_VHEG790101_avg,AAindex_WERD780102_avg,AAindex_WERD780103_avg,AAindex_WERD780104_avg,AAindex_YUTK870101_avg,AAindex_YUTK870102_avg,AAindex_YUTK870103_avg,AAindex_YUTK870104_avg,AAindex_ZIMJ680101_avg,AAindex_PONP930101_avg,AAindex_WILM950101_avg,AAindex_WILM950102_avg,AAindex_WILM950103_avg,AAindex_WILM950104_avg,AAindex_KUHL950101_avg,AAindex_JURD980101_avg,AAindex_WOLR790101_avg,AAindex_KIDA850101_avg,AAindex_COWR900101_avg,AAindex_BLAS910101_avg,AAindex_CASG920101_avg,AAindex_ENGD860101_avg,AAindex_FASG890101_avg,class
0.04076,0.01902,0.04348,0.06522,0,0.03533,0.08967,0.10326,0.02989,0.10326,0.04076,0.10054,0.02446,0.02174,0.05435,0.0625,0.05435,0.00272,0.01902,0.08967,0.88965,-0.79413,0.37368,-0.05872,-0.1475,0.41736,1.7631,-0.14073,0.265,1.11891,0.08698,0.26793,-0.18886,1.26429,-0.45788,0.13073,0.1144,12.76533,2.43622,0.58995,-1.73295,-1.21465,-0.51817,-13.06175,-9.11842,0.09834,-1.86962,12.3513,7.62783,2.61522,7.58587,-1.62943,0.4797,-2.34538,-1.54043,-3.74038,0.45598,2.36601,-0.08033,1.1894,-0.1662,-0.95239,-0.20432,0.09707,-0.22707,9.67011,7.59185,17.70065,18.1125,1.27408,0.38283,0.60935,0.46609,0.75649,1.23921,0.90598,-0.52606,0.13003,0.21481,0.02345,0.48928,-0.27717,1.81413,-0.25293,F
0.07447,0.02482,0.03901,0.06738,0.02837,0.03546,0.08511,0.05319,0.01773,0.06383,0.10284,0.07447,0.01418,0.04255,0.03901,0.07447,0.04255,0.01773,0.03546,0.06738,0.95043,-0.91585,0.68101,0.05,-0.1105,0.52287,1.69943,-0.09486,0.40837,1.21805,-0.035,0.03333,-0.12411,1.35067,-0.17624,0.15504,-0.09752,12.89089,2.56911,0.73085,-1.74983,-1.21826,-0.53136,-13.65491,-9.4164,0.02408,-1.97319,12.46901,7.78762,2.65787,6.15532,-1.3416,0.57379,-2.57989,-1.36418,-3.72234,0.52234,2.08415,-0.29298,1.27514,-0.03791,-1.7139,-0.20348,0.1056,-0.23589,9.7766,7.73936,17.56298,17.94191,1.33245,0.52894,0.86007,1.20443,0.87624,1.1589,0.89716,-0.24082,0.14316,0.06504,0.18521,0.52563,-0.1539,1.47163,-0.66532,F
0.08716,0.06022,0.0317,0.04279,0.02853,0.03011,0.0412,0.07765,0.03645,0.03645,0.12837,0.0206,0.01426,0.03328,0.09984,0.06656,0.04596,0.03328,0.03487,0.05071,0.99452,-0.93113,0.37451,0.1038,-0.07881,0.63274,1.57558,-0.01151,0.52185,1.29764,-0.03301,-0.24976,-0.04865,1.41288,-0.11648,0.31623,-0.43154,12.86957,2.61068,0.74802,-1.77765,-1.22726,-0.55019,-13.76159,-9.35342,-0.06365,-1.46263,12.49055,7.84108,2.67834,3.65975,-1.06971,0.57108,-2.40502,-1.30418,-3.5419,0.63281,1.52019,-0.50281,1.34719,-0.01436,-1.80442,-0.22493,0.09769,-0.22074,9.37369,7.54342,16.95582,17.32116,1.35762,0.551,0.89499,1.5235,1.04905,0.7584,0.86357,-0.22927,0.197,-0.10371,0.28049,0.55838,-0.06212,0.87448,-0.87897,F
0.12048,0.04819,0.01205,0.03614,0.0241,0.06024,0.07831,0.06627,0.01205,0.03012,0.11446,0.06024,0.01205,0.04217,0.04819,0.07229,0.06627,0.00602,0,0.09036,0.84114,-0.81193,0.33644,-0.03536,-0.10964,0.48349,1.7088,-0.04247,0.3812,1.10259,0.00819,0.0506,-0.0988,1.195,0.01084,0.1347,-0.0741,12.88289,2.52602,0.63012,-1.76562,-1.23635,-0.52908,-13.06096,-9.07889,-0.07699,-2.20078,12.44175,7.78199,2.6644,4.85723,-1.23223,0.45855,-2.21108,-1.40645,-3.4762,0.34398,1.95512,-0.34145,1.13006,-0.09994,-2.27801,-0.22343,0.09843,-0.17819,9.34458,7.63675,17.17199,17.55223,1.22042,0.51301,0.77434,1.37524,0.47639,0.84386,0.88657,-0.11205,0.21428,0.09657,0.18422,0.52245,-0.19157,1.16084,-0.5612,F
0.0119,0.01389,0.11905,0.05754,0.00794,0.03968,0.10119,0.01587,0.02579,0.09325,0.06349,0.125,0.02183,0.02381,0.05754,0.03968,0.04167,0.00794,0.05556,0.07738,0.98776,-0.8896,0.68366,0.01482,-0.22825,0.42264,2.01605,-0.23919,0.25379,1.32133,0.09359,0.25218,-0.30952,1.40409,-0.84702,0.1394,0.09226,12.73133,2.43619,0.67639,-1.69181,-1.18367,-0.508,-13.98645,-9.74396,0.0375,-1.53778,12.30524,7.55698,2.59147,10.54802,-2.20095,0.53363,-3.01167,-2.243,-5.10635,0.51171,2.89887,0.15248,1.33746,-0.09948,0.39147,-0.14522,0.11841,-0.32752,9.85913,7.64187,17.7481,18.16899,1.40813,0.35613,0.71145,0.53302,1.05262,1.52127,0.9526,-0.87815,-0.0805,0.2703,-0.04294,0.48566,-0.30913,2.52183,-0.22714,F
0.05908,0.03501,0.03282,0.06346,0.01532,0.02845,0.07877,0.05252,0.03282,0.05252,0.09628,0.07221,0.01532,0.05033,0.06346,0.08315,0.04158,0.01969,0.02845,0.07877,0.97162,-0.91902,0.49997,0.04678,-0.12466,0.53847,1.74919,-0.09376,0.40212,1.23068,-0.01689,0.04354,-0.14223,1.38068,-0.28162,0.21602,-0.11641,12.82488,2.55298,0.7267,-1.74647,-1.21376,-0.53251,-13.77366,-9.47563,-0.05114,-1.78319,12.42761,7.74534,2.65151,6.31947,-1.47687,0.56221,-2.59497,-1.50534,-3.9202,0.51838,2.07691,-0.30433,1.31055,-0.04565,-1.27133,-0.22278,0.10422,-0.24232,9.61247,7.67046,17.37499,17.76265,1.35315,0.46827,0.80744,1.18319,0.8833,1.06556,0.89595,-0.34501,0.11077,0.06409,0.15239,0.52196,-0.18796,1.51072,-0.58742,F
0.09425,0.08736,0.01609,0.08966,0.0069,0.03218,0.04828,0.06437,0.02759,0.02069,0.14023,0.01379,0.02069,0.01609,0.08046,0.03908,0.06207,0.0092,0.0092,0.12184,0.90122,-0.8817,0.2715,0.03485,-0.12577,0.47411,1.82584,-0.01322,0.40543,1.15906,0.00772,0.05402,-0.08161,1.27998,-0.02736,0.22857,-0.12759,12.92993,2.57832,0.6777,-1.77089,-1.22733,-0.54344,-13.37029,-9.18506,-0.10655,-0.94802,12.54044,7.86416,2.67834,6.20828,-1.55595,0.47057,-2.25147,-1.25356,-3.28772,0.44506,2.06094,-0.36021,1.23906,-0.07706,-0.24669,-0.25821,0.04308,-0.23908,9.27885,7.49241,16.48878,16.88545,1.3046,0.56434,0.8052,1.36828,0.61182,0.5872,0.89724,-0.17274,0.15584,0.04763,0.25885,0.51887,-0.18092,1.48322,-0.75605,F
0.04965,0.01418,0.07092,0.0922,0.01418,0.02837,0.05674,0.02837,0.02837,0.11348,0.12766,0.10638,0.06383,0.04255,0.02837,0.04965,0.03546,0,0.02128,0.02837,1.01447,-1.00489,0.66719,0.1505,-0.11482,0.60262,1.84858,-0.05433,0.42383,1.32277,-0.12603,0.06099,-0.15035,1.44163,-0.10709,0.17411,-0.05319,12.96262,2.67957,0.76809,-1.74145,-1.21348,-0.5277,-13.85532,-9.61396,0.17638,-2.5939,12.54681,7.82631,2.65759,6.78014,-1.30312,0.70411,-2.76979,-1.22142,-3.74986,0.68723,2.1222,-0.32021,1.37787,0.03929,-1.94106,-0.18546,0.10894,-0.24582,10.53617,8.13404,17.77738,18.20972,1.47362,0.57511,0.92745,0.99567,1.07028,1.47574,0.88809,-0.17043,0.12582,0.0756,0.17851,0.53123,-0.1539,1.62057,-0.88142,F
0.04893,0.04266,0.06023,0.06274,0.00753,0.03388,0.07277,0.07152,0.04266,0.05019,0.1079,0.06274,0.02133,0.03639,0.05772,0.04517,0.05144,0.02258,0.03137,0.07026,0.93748,-0.89072,0.49051,0.03369,-0.14593,0.50945,1.80341,-0.10996,0.37356,1.21286,0.003,0.02359,-0.15634,1.33223,-0.45069,0.18222,-0.12497,12.81212,2.54398,0.72396,-1.74238,-1.20998,-0.53222,-13.85696,-9.52605,-0.02306,-1.54926,12.41389,7.70829,2.63688,7.09724,-1.66556,0.55714,-2.66548,-1.68528,-4.19189,0.55182,2.24617,-0.18058,1.27913,-0.07183,-0.88872,-0.2005,0.10809,-0.25645,9.56989,7.59473,17.25143,17.63588,1.30629,0.46222,0.79452,1.11144,0.87683,0.94675,0.9096,-0.52524,0.06842,0.08984,0.10626,0.5105,-0.18369,1.69598,-0.59703,F
0.04826,0.02413,0.07775,0.04021,0.00536,0.01609,0.08579,0.04021,0.01877,0.08579,0.09383,0.10724,0.01609,0.08579,0.04558,0.05094,0.05898,0.00536,0.04826,0.04558,1.03649,-1.01316,0.61179,0.11598,-0.12284,0.59354,1.91035,-0.09735,0.40646,1.38633,-0.06949,-0.0126,-0.19625,1.47306,-0.28981,0.22051,-0.13941,12.85992,2.6029,0.8134,-1.72901,-1.19852,-0.53029,-14.12154,-9.70064,0.0507,-2.3889,12.41102,7.69689,2.63362,6.6622,-1.40858,0.65453,-2.79684,-1.7193,-4.41295,0.65094,2.09375,-0.25263,1.42424,0.07378,-2.2548,-0.15665,0.18914,-0.22887,9.94504,7.69946,17.54898,17.96019,1.49965,0.50917,1.04271,1.48402,0.69225,1.38118,0.8971,-0.34745,0.08815,0.0882,0.15609,0.54322,-0.1689,1.5933,-0.61434,F
0.125,0.04891,0.02174,0.05978,0.0163,0.04891,0.04891,0.04891,0.03804,0.04348,0.09239,0.05435,0.00543,0.03261,0.05435,0.05435,0.05435,0.03261,0.05435,0.06522,0.96022,-0.88011,0.56362,0.07832,-0.11973,0.55766,1.72391,-0.11973,0.42103,1.24495,0.02505,-0.12011,-0.1288,1.36467,-0.28152,0.18033,-0.25054,12.83913,2.54261,0.77011,-1.75395,-1.215,-0.53882,-13.86384,-9.45804,-0.15185,-1.56065,12.4387,7.75647,2.65266,5.67228,-1.39951,0.58951,-2.63141,-1.48859,-3.9456,0.49783,1.97745,-0.23668,1.30533,-0.04223,-1.59647,-0.20864,0.07766,-0.24592,9.2913,7.50163,17.12826,17.49973,1.30973,0.54408,0.76832,1.37658,0.77201,0.61217,0.90082,-0.40728,0.11875,0.03576,0.14359,0.53305,-0.11359,1.35543,-0.59516,C
0.1148,0.02719,0.04834,0.04834,0.01208,0.0574,0.0423,0.08157,0.03927,0.07251,0.12387,0.02719,0.01813,0.02719,0.06344,0.03021,0.06949,0.00302,0.01813,0.07553,0.90251,-0.88837,0.35485,0.08453,-0.02547,0.64414,1.34511,0.01538,0.48994,1.21873,-0.1068,-0.26193,-0.00755,1.28211,0.18701,0.19073,-0.39607,13.00746,2.62553,0.71511,-1.78499,-1.24194,-0.54292,-13.22864,-9.13438,0.11595,-1.77444,12.58329,7.8961,2.68015,2.71571,-0.67006,0.61828,-2.17921,-0.8823,-2.92326,0.58852,1.44172,-0.50716,1.24592,-0.02375,-3.79184,-0.19133,0.11562,-0.18749,9.91329,7.93202,17.5932,18.01671,1.3313,0.64429,0.94372,1.44698,0.88166,0.77477,0.85021,0.05393,0.31248,-0.03816,0.28094,0.55685,-0.06495,0.64894,-0.94544,C
0.08466,0.07011,0.03042,0.04894,0.0172,0.0463,0.08069,0.04762,0.02646,0.05688,0.13757,0.05423,0.02381,0.03571,0.05291,0.05159,0.04101,0.01323,0.02249,0.0582,0.95515,-0.92561,0.48204,0.07357,-0.14615,0.50529,1.99048,-0.06841,0.41241,1.2452,0.00286,0.04934,-0.14008,1.35693,-0.18492,0.20331,-0.08955,12.92743,2.60607,0.72619,-1.75162,-1.21396,-0.53743,-13.81325,-9.48252,-0.02163,-1.85026,12.49429,7.80884,2.66234,6.88161,-1.58393,0.52955,-2.62169,-1.70872,-4.17794,0.57857,2.16837,-0.25851,1.3009,-0.02701,-0.77914,-0.23295,0.08028,-0.23493,9.54907,7.57712,16.8016,17.16876,1.36116,0.56918,0.87431,1.44993,0.71632,1.00784,0.908,-0.29266,0.08771,0.07939,0.19103,0.52171,-0.15622,1.64431,-0.72362,F
0.06373,0.03186,0.04902,0.07843,0.01225,0.03676,0.05392,0.10294,0.0049,0.04902,0.05637,0.07108,0.01225,0.04167,0.03676,0.06127,0.07353,0.01716,0.05637,0.09069,0.87069,-0.83456,0.60653,-0.0376,-0.131,0.44975,1.69348,-0.14164,0.32453,1.1473,0.0436,0.03162,-0.15368,1.23743,-0.38799,0.13718,-0.08603,12.76377,2.47275,0.69755,-1.74331,-1.21298,-0.53025,-13.36608,-9.19031,-0.08593,-1.44664,12.36627,7.67924,2.63645,6.27426,-1.57257,0.5225,-2.41463,-1.42684,-3.63569,0.42279,2.28799,-0.10909,1.17306,-0.07353,-1.48534,-0.18025,0.13069,-0.21777,9.24804,7.42059,17.38265,17.78507,1.22346,0.44605,0.77721,0.88456,0.53755,0.88833,0.90723,-0.47473,0.135,0.12343,0.11191,0.51621,-0.19853,1.50025,-0.39475,C
0.125,0.08513,0.02802,0.06897,0,0.03341,0.04957,0.07759,0.02909,0.04203,0.11422,0.03125,0.01509,0.04418,0.05711,0.04526,0.0528,0.02047,0.02909,0.05172,0.91176,-0.8599,0.33671,0.02995,-0.14064,0.46971,1.91225,-0.08849,0.37423,1.18284,0.05678,0.007,-0.12306,1.29558,-0.26196,0.18181,-0.13222,12.80183,2.5562,0.7236,-1.75698,-1.21801,-0.53879,-13.62619,-9.30654,-0.0647,-1.36286,12.3882,7.70423,2.64366,6.47608,-1.69113,0.51593,-2.40735,-1.60568,-3.85923,0.47177,2.15406,-0.2137,1.24787,-0.06843,-0.73995,-0.20228,0.09938,-0.223,9.07888,7.26562,16.48526,16.86693,1.27693,0.51923,0.82644,1.52442,0.3831,0.58466,0.91065,-0.41831,0.10863,0.05571,0.1723,0.5181,-0.15119,1.5472,-0.58869,F
0.03261,0.03261,0.06522,0.05435,0.01087,0.03261,0.09783,0.06522,0.01087,0.13043,0.06522,0.1413,0.02174,0.02174,0,0.03261,0.05435,0,0.03261,0.09783,0.95337,-0.90033,0.67087,0.0687,-0.17826,0.39946,2.18554,-0.13761,0.27946,1.24685,0.03457,0.29674,-0.24348,1.35478,-0.30652,0.07326,0.22065,13.00207,2.5325,0.7,-1.72088,-1.19516,-0.5256,-13.55598,-9.38996,0.17228,-2.88239,12.51989,7.76717,2.63359,9.32283,-1.72239,0.55489,-2.76674,-1.81728,-4.43543,0.61304,2.63033,0.02087,1.28141,-0.03913,-1.02,-0.17217,0.08609,-0.2388,10.03152,7.67609,17.47402,17.87348,1.37989,0.58707,0.76913,0.7763,0.58739,1.71685,0.92033,-0.36641,0.05533,0.29217,0.02761,0.49909,-0.20761,2.22935,-0.44717,C
0.08812,0.09579,0.00766,0.05747,0.00766,0.01533,0.08429,0.09195,0.01149,0.04215,0.10345,0.04981,0.01533,0.03448,0.04598,0.0728,0.03831,0.01533,0.03065,0.09195,0.91107,-0.87398,0.39553,0.01379,-0.16253,0.39414,2.11939,-0.0936,0.33693,1.14498,0.08414,0.18697,-0.14866,1.29421,-0.21533,0.1954,0.05172,12.88245,2.54165,0.69387,-1.75478,-1.21336,-0.54123,-13.48147,-9.2038,-0.07375,-1.52276,12.45379,7.77418,2.65847,7.50958,-1.8023,0.43709,-2.39927,-1.74805,-3.99985,0.46782,2.31912,-0.15709,1.22854,-0.06195,0.08241,-0.24142,0.07341,-0.21897,9.01303,7.15019,16.32054,16.67513,1.27954,0.54,0.75636,1.30659,0.29245,0.86042,0.91732,-0.33544,0.09207,0.12418,0.16839,0.50789,-0.18506,1.79502,-0.49682,F
0.03518,0.0201,0.07538,0.03518,0.00503,0.0603,0.09045,0.03518,0.03518,0.09045,0.10553,0.07035,0.01005,0.0603,0.05528,0.07538,0.02513,0.0201,0.02513,0.07035,1.00905,-0.98141,0.52269,0.10402,-0.10417,0.60955,1.70176,-0.0901,0.4508,1.3391,-0.07085,-0.1005,-0.13769,1.43377,-0.25578,0.22271,-0.2407,12.92628,2.61749,0.79347,-1.73906,-1.2034,-0.53545,-14.15471,-9.71198,0.15508,-2.21618,12.47146,7.77151,2.65261,6.0402,-1.33417,0.64814,-2.8192,-1.68201,-4.4101,0.69347,2.02704,-0.31884,1.36593,0.00935,-2.55136,-0.19236,0.14286,-0.24824,10.01608,7.91055,17.66025,18.07874,1.39985,0.5506,1.01347,1.37975,0.95623,1.49136,0.8905,-0.28804,0.09317,0.06131,0.17734,0.53422,-0.14975,1.44372,-0.73799,F
0.09964,0.06341,0.03442,0.04167,0,0.02717,0.06884,0.11232,0.0163,0.02536,0.11775,0.05254,0.01812,0.04167,0.04891,0.0308,0.04529,0.00906,0.03442,0.11232,0.9088,-0.89449,0.37155,0.05598,-0.09033,0.52603,1.78975,-0.03611,0.3931,1.19603,-0.01884,-0.03895,-0.09656,1.29103,-0.01341,0.21134,-0.16268,12.98989,2.58201,0.73986,-1.76906,-1.22571,-0.54323,-13.36341,-9.15657,-0.02583,-1.61522,12.53357,7.8348,2.66697,5.31866,-1.11906,0.526,-2.25147,-1.28172,-3.44027,0.50163,1.77199,-0.28543,1.24312,-0.00864,-2.25868,-0.22179,0.11929,-0.19949,9.30543,7.44438,16.92268,17.31596,1.30453,0.59226,0.86951,1.41676,0.21629,0.61944,0.87746,-0.14904,0.22732,0.04413,0.23446,0.54139,-0.1413,1.27156,-0.67949,C
0.01316,0.09211,0.03947,0.03947,0.05263,0,0.10526,0.03947,0.01316,0.05263,0.09211,0.13158,0.07895,0.02632,0.01316,0.02632,0.05263,0,0.06579,0.06579,0.99592,-0.94474,0.91163,0.12342,-0.27592,0.39013,2.71987,-0.13829,0.30316,1.26211,0.01039,0.35526,-0.29737,1.41474,-0.55263,0.16974,0.26447,12.97461,2.60632,0.71316,-1.7203,-1.18407,-0.536,-14.22274,-9.73599,-0.23461,-2.05079,12.59816,7.89421,2.67053,10.84342,-2.35276,0.45355,-3.18211,-2.52947,-5.49092,0.67237,2.93855,0.14553,1.32737,0.05316,2.3375,-0.24605,0.05421,-0.25553,9.47368,7.19079,16.39724,16.69342,1.44882,0.56974,0.61,0.68816,0.99171,1.35776,0.95342,-0.62263,-0.12684,0.25566,0.01171,0.49375,-0.17105,2.59211,-0.59382,F
0.06604,0.0283,0.06604,0.07547,0.00943,0.06604,0.09434,0.0283,0.0283,0.06604,0.0566,0.06604,0.0283,0.0566,0.01887,0.07547,0.01887,0.00943,0.06604,0.07547,0.91679,-0.87925,0.82431,0.01887,-0.1717,0.46019,1.83566,-0.22934,0.31547,1.18358,-0.00009,0.08113,-0.19623,1.30302,-0.55755,0.09934,-0.03019,12.80755,2.53462,0.75094,-1.72042,-1.19576,-0.52447,-14.08337,-9.69486,-0.03132,-0.96755,12.40557,7.70717,2.63925,8.43491,-2.01623,0.56783,-2.93057,-1.93802,-4.67651,0.5,2.70962,0.05538,1.22726,-0.04085,-0.56217,-0.19311,0.12557,-0.27689,9.53113,7.56226,17.45726,17.86642,1.29396,0.48387,0.7834,0.86453,0.83047,1.0784,0.94528,-0.61142,-0.02236,0.17123,0.05302,0.49376,-0.2066,2.01604,-0.45764,C
0.09836,0.02459,0.0082,0.02459,0,0.03279,0.10656,0.11475,0.0082,0.04098,0.04918,0.06557,0.0082,0.01639,0.08197,0.13934,0.04918,0.02459,0.03279,0.07377,0.82754,-0.73959,0.22254,-0.17238,-0.12049,0.44057,1.52311,-0.16926,0.28238,1.03648,0.19557,0.15738,-0.15082,1.17598,-0.46311,0.19074,-0.02295,12.58352,2.33861,0.55656,-1.74961,-1.23431,-0.51507,-12.73527,-8.87892,-0.09951,-1.54656,12.16566,7.50484,2.6091,5.06148,-1.39697,0.38148,-2.05107,-1.56402,-3.56025,0.19016,2.04877,-0.17189,1.10008,-0.22484,-1.60885,-0.22344,0.10992,-0.2109,8.94426,7.29016,17.56566,17.93246,1.12393,0.25426,0.51566,0.6577,0.54656,0.74025,0.90549,-0.53639,0.20279,0.12861,0.08016,0.50263,-0.31311,1.21066,0.04762,C
0.06838,0.03419,0.05128,0.04701,0.01709,0.04274,0.07692,0.07692,0.02991,0.0812,0.08547,0.06838,0.02137,0.04274,0.02991,0.05556,0.05983,0.00855,0.02991,0.07265,0.90509,-0.87889,0.54947,0.04603,-0.10923,0.5185,1.74068,-0.08179,0.38927,1.18197,-0.04543,-0.01667,-0.11538,1.28603,-0.16923,0.13034,-0.12051,12.92402,2.57722,0.71453,-1.75398,-1.21765,-0.53617,-13.56421,-9.33907,0.07397,-2.08128,12.50162,7.80628,2.65889,5.73504,-1.35791,0.56795,-2.54188,-1.53782,-3.93179,0.5812,2.11179,-0.23137,1.2238,-0.03462,-2.13004,-0.18504,0.12252,-0.20479,9.73547,7.66795,17.41744,17.80709,1.29962,0.57068,0.8394,1.15632,0.80996,1.16744,0.89346,-0.24829,0.14479,0.10256,0.13654,0.52159,-0.12479,1.37094,-0.6765,F
0.12996,0.05054,0.03249,0.07581,0.01444,0.0361,0.0361,0.09747,0.01444,0.03971,0.07581,0.06498,0.02888,0.04693,0.04332,0.04693,0.06137,0.01083,0.0361,0.05776,0.86495,-0.79412,0.43816,-0.01538,-0.12527,0.46646,1.72986,-0.10025,0.33477,1.12585,0.03805,0.0296,-0.12599,1.22935,-0.23863,0.12874,-0.087,12.76635,2.50617,0.66606,-1.75649,-1.22749,-0.52887,-13.15458,-9.07903,-0.08921,-1.58523,12.36874,7.68892,2.64069,5.66498,-1.447,0.5117,-2.23895,-1.3161,-3.3496,0.37292,2.07032,-0.17776,1.15957,-0.0878,-1.59043,-0.18159,0.12065,-0.19401,9.14549,7.37184,17.07563,17.47697,1.22881,0.46592,0.71661,1.07603,0.3839,0.58166,0.89451,-0.39437,0.18307,0.07625,0.12986,0.52127,-0.16895,1.35415,-0.48361,C
0.10884,0.09184,0.0102,0.06463,0.01361,0.01701,0.08503,0.08844,0.02041,0.06122,0.08844,0.02041,0.03741,0.01361,0.05442,0.04422,0.05102,0.0102,0.02381,0.09524,0.89973,-0.84554,0.385,0.04139,-0.12707,0.43983,1.95214,-0.03949,0.37395,1.11418,0.02983,0.12143,-0.08265,1.27789,-0.0602,0.17102,-0.02959,12.97068,2.58619,0.66939,-1.77166,-1.22454,-0.54696,-13.31492,-9.10354,0.03741,-1.22173,12.55922,7.88207,2.6798,6.48061,-1.59707,0.43864,-2.28837,-1.48959,-3.59956,0.51633,2.14361,-0.24265,1.20367,-0.07969,-0.04619,-0.24616,0.05534,-0.21473,9.23946,7.1568,16.42592,16.77932,1.27384,0.61612,0.72126,1.16738,0.62446,0.80578,0.90755,-0.19959,0.14439,0.08439,0.23238,0.51025,-0.12347,1.54898,-0.68034,F
0.06149,0.05825,0.04854,0.06472,0.00324,0,0.11003,0.09385,0.00647,0.09385,0.09385,0.0712,0.02589,0.03883,0.04207,0.05178,0.03883,0.01618,0.01294,0.06796,0.95715,-0.90919,0.43899,0.03663,-0.13058,0.43725,1.99531,-0.06146,0.34608,1.19984,0.02812,0.22977,-0.14369,1.36003,-0.20583,0.15926,0.0835,12.91246,2.57469,0.70485,-1.74762,-1.21292,-0.53448,-13.48255,-9.27002,0.23828,-2.1877,12.44123,7.73191,2.64068,7.70129,-1.59217,0.50595,-2.42087,-1.53786,-3.80625,0.5699,2.24126,-0.23362,1.27796,-0.07246,-0.74003,-0.1967,0.11599,-0.22693,9.69223,7.35113,16.99414,17.36773,1.3265,0.53,0.87333,1.19628,0.48874,1.37136,0.90803,-0.28472,0.1266,0.12214,0.20583,0.5089,-0.18479,1.84142,-0.57227,F
0.06757,0.02703,0.04054,0.06757,0.00676,0.04955,0.06306,0.08108,0.02027,0.03829,0.1036,0.08559,0.02027,0.05856,0.05405,0.06081,0.03829,0.01351,0.04054,0.06306,0.93563,-0.89403,0.5319,0.00541,-0.13034,0.52394,1.73264,-0.12554,0.36185,1.22748,0.01318,0.03806,-0.17117,1.32975,-0.38018,0.20646,-0.10293,12.77043,2.52169,0.72117,-1.73865,-1.21405,-0.52442,-13.61732,-9.40981,-0.09966,-1.66191,12.35432,7.65912,2.63149,6.49617,-1.43221,0.56865,-2.50766,-1.42032,-3.76027,0.47005,2.0807,-0.19869,1.27083,-0.04574,-1.74847,-0.21698,0.13216,-0.23056,9.47928,7.69347,17.50752,17.91732,1.32439,0.41194,0.83764,1.09426,0.53637,0.8216,0.89613,-0.46991,0.13613,0.07725,0.12894,0.52539,-0.23266,1.55293,-0.4855,F
0.0603,0.0402,0.04858,0.0536,0.01173,0.05695,0.07035,0.05193,0.03853,0.06868,0.07203,0.06198,0.02345,0.03685,0.0402,0.06533,0.05528,0.0134,0.04858,0.08208,0.91687,-0.87744,0.59325,0.04007,-0.1457,0.51199,1.80531,-0.14296,0.37032,1.19836,-0.00367,-0.02044,-0.15695,1.30275,-0.38727,0.15564,-0.13869,12.85293,2.54454,0.72781,-1.74086,-1.20591,-0.5348,-13.86135,-9.51179,-0.06804,-1.49466,12.46342,7.77042,2.65327,6.64171,-1.68586,0.56184,-2.74923,-1.79531,-4.39546,0.55662,2.35147,-0.1128,1.24447,-0.03958,-1.18471,-0.20496,0.10045,-0.24137,9.52412,7.59765,17.28806,17.68102,1.30131,0.52499,0.76131,0.99245,0.9375,1.02836,0.91539,-0.46015,0.0535,0.13126,0.0792,0.51129,-0.1603,1.58727,-0.55616,F
0.03636,0.06364,0.01364,0.1,0.02727,0.02727,0.08636,0.09091,0.00909,0.06818,0.06364,0.06818,0.02727,0.04545,0.03636,0.04091,0.06364,0.00455,0.03636,0.09091,0.91655,-0.86632,0.68317,-0.00277,-0.17382,0.37218,2.05277,-0.10505,0.31918,1.13482,0.0245,0.27773,-0.16955,1.30223,-0.35682,0.14395,0.13364,12.86155,2.54205,0.67,-1.73981,-1.204,-0.53569,-13.54444,-9.29831,-0.049,-1.30977,12.4775,7.79118,2.65714,8.56636,-1.96759,0.45759,-2.52445,-1.58809,-3.82082,0.55045,2.57227,-0.10695,1.21932,-0.06805,0.72209,-0.2495,0.08218,-0.22177,9.36727,7.30591,16.86014,17.2235,1.31618,0.50182,0.78236,0.89582,0.68741,1.13705,0.92455,-0.44223,0.05505,0.16627,0.14136,0.49392,-0.20409,2.04818,-0.55441,F
